鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
梧棲區,土地,南簡段691~720地號,89.5,住,,,1090102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2094568,23403,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPNMLSLJHPFFFB38CA
梧棲區,房地(土地+建物),臺中市梧棲區居仁街31~60號,27.45,住,,,1081212,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,0711113,82.06,3,2,2,有,無,2700000,32903,,0.0,0,,RPOOMLKMJHPFFFB67CA
沙鹿區,土地,保成段481~510地號,99.24,住,,,1090113,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5551000,55935,,0.0,0,,RPSNMLLMJHPFFFB08CA
沙鹿區,土地,新竹林段1141~1170地號,74.21,住,,,1081130,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2608000,35144,,0.0,0,,RPXNMLLMJHPFFFB58CA
沙鹿區,土地,新竹林段1141~1170地號,526.85,住,,,1081130,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,15331699,29101,,0.0,0,,RPOOMLLMJHPFFFB77CA
沙鹿區,土地,新竹林段1171~1200地號,166.49,住,,,1081130,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4844865,29100,,0.0,0,,RPPOMLLMJHPFFFB87CA
沙鹿區,土地,新竹林段1171~1200地號,336.92,住,,,1081130,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11847000,35163,,0.0,0,,RPQOMLLMJHPFFFB97CA
沙鹿區,土地,晉江東段31~60地號,330.58,其他,,,1081227,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1900000,5747,,0.0,0,,RPSOMLLMJHPFFFB18CA
清水區,土地,榔段181~210地號,751.0,住,,,1081225,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,30667950,40836,,0.0,0,,RPVOMLLMJHPFFFB48CA
梧棲區,土地,民族段151~180地號,1246.0,農,,,1081223,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,12438195,9983,,0.0,0,,RPSNMLNJKHPFFFB08CA
梧棲區,房地(土地+建物),臺中市梧棲區文明街242巷77弄1~30號,78.95,其他,,,1081226,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1060929,192.18,4,2,4,有,無,8500000,44229,,0.0,0,,RPTNMLOJKHPFFFB28CA
沙鹿區,房地(土地+建物),臺中市沙鹿區臺灣大道七段432巷107弄1~30號,78.48,住,,,1081208,土地1建物1車位0,四層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0961101,173.65,8,0,8,有,有,7400000,42614,,0.0,0,,RPOOMLQJKHPFFFB08CA
沙鹿區,土地,鹿峰西段841~870地號,192.22,住,,,1081029,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4980000,25908,,0.0,0,親友、員工或其他特殊關係間之交易。;瑕疵物件之交易。;,RPPPMLQJKHPFFFB28CA
沙鹿區,土地,鹿寮東段631~660地號,544.02,其他,,,1081122,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,740547,1361,,0.0,0,畸零地或有合併使用之交易。;瑕疵物件之交易。;塔位或墓園。;土地上有墳墓,RPQPMLQJKHPFFFB38CA
沙鹿區,土地,保寧段991~1020地號,16.91,住,,,1090103,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,500000,29568,,0.0,0,,RPUNMLMKKHPFFFB28CA
沙鹿區,土地,鹿寮段931~960地號,2059.0,住,,,1081127,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,62285000,30250,,0.0,0,,RPSNMLOKKHPFFFB28CA
沙鹿區,土地,鹿寮段931~960地號,514.75,住,,,1081127,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,15571000,30250,,0.0,0,,RPTNMLOKKHPFFFB38CA
沙鹿區,土地,鹿寮段931~960地號,77.21,住,,,1081127,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2569600,33281,,0.0,0,"買賣價金為新台幣2,336,000元整，買方另支付未保存建物拆遷補償費新台幣233,600元整，共計新台幣2,569,600元整。",RPVNMLOKKHPFFFB58CA
沙鹿區,車位,臺中市沙鹿區中興路391~420號,0.0,,,,1081215,土地0建物0車位1,,,其他,,,,11.51,0,0,0,有,無,180000,,坡道機械,0.0,0,單獨車位交易。;,RPWNMLMKKHPFFFB48CA
東勢區,土地,東勢段中嵙小段1~30地號,2510.0,,山坡地保育區,農牧用地,1090110,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2800000,1116,,0.0,0,,RPTNMLLLJHPFFGB18CA
東勢區,土地,東新段1441~1470地號,126.27,其他,,,1090113,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8400000,66524,,0.0,0,,RPUNMLLLJHPFFGB28CA
東勢區,土地,東豐段1~30地號,930.9,住,,,1081108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,42238500,45374,,0.0,0,,RPVNMLLLJHPFFGB38CA
東勢區,房地(土地+建物),臺中市東勢區本街鯉魚一巷1~30號,33.58,住,,,1081219,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,107.36,3,2,2,有,無,2500000,23286,,0.0,0,,RPWNMLLLJHPFFGB48CA
新社區,房地(土地+建物),臺中市新社區中和街四段221巷31~60號,111.17,住,,,1081211,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0660428,115.34,4,2,3,有,無,3800000,32946,,0.0,0,,RPPNMLMLJHPFFGB87CA
沙鹿區,房地(土地+建物),臺中市沙鹿區平等一街56巷1~30號,80.07,住,,,1080112,土地4建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1040421,149.62,3,3,3,有,無,10100000,67504,,0.0,0,,RPWNMLKLKHPFFFB38CA
東勢區,房地(土地+建物),臺中市東勢區東環街212巷1~30號,87.92,住,,,1081206,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0580320,96.52,3,2,2,有,無,3750000,38852,,0.0,0,,RPPNMLLMJHPFFGB87CA
大雅區,土地,科雅段151~180地號,140.54,農,,,1081127,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2000000,14231,,0.0,0,親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;,RPSNMLMLJHPFFHB28CA
大雅區,土地,科雅段151~180地號,140.54,農,,,1090102,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2000000,14231,,0.0,0,親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;,RPUNMLMLJHPFFHB48CA
大雅區,土地,寶雅段661~690地號,500.59,農,,,1090105,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,36000000,71915,,0.0,0,含增建或未登記建物。;,RPROMLMLJHPFFHB28CA
大雅區,房地(土地+建物),臺中市大雅區雅楓街99巷2弄1~30號,19.67,住,,,1081224,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820603,101.95,3,2,2,有,無,4100000,40216,,0.0,0,含增建或未登記建物。;,RPXNMLNJKHPFFHB78CA
潭子區,房地(土地+建物)+車位,臺中市潭子區環中東路一段211~240號,10.62,住,,,1081215,土地1建物1車位1,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880609,99.48,2,2,1,有,有,5000000,50261,坡道機械,4.79,0,含增建或未登記建物。;,RPQNMLPJKHPFFHB28CA
潭子區,房地(土地+建物),臺中市潭子區榮興街57巷1~30號,29.31,住,,,1081228,土地1建物1車位0,一層，二層，騎樓,十二層,店面(店鋪),見其他登記事項,鋼筋混凝土造,0801129,142.13,4,1,2,有,有,8700000,61212,,0.0,0,含增建或未登記建物。;,RPWNMLPJKHPFFHB88CA
大雅區,房地(土地+建物)+車位,臺中市大雅區中清北街1~30號,11.57,商,,,1081227,土地1建物1車位1,一層,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1041027,99.58,2,2,2,有,有,6800000,68287,坡道平面,36.33,0,,RPRNMLQJKHPFFHB48CA
潭子區,車位,臺中市潭子區頭家路181~210號,0.0,,,,1081230,土地0建物0車位1,,,其他,,,,9.93,0,0,0,有,有,230000,,坡道機械,9.93,230000,,RPSNMLRKKHPFFHB78CA
大里區,房地(土地+建物),臺中市大里區益民路一段156巷1~30號,24.95,住,,,1081212,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690105,68.91,3,2,1,有,無,3500000,50791,,0.0,0,,RPUOMLKMJHPFFIB58CA
大里區,房地(土地+建物),臺中市大里區成功二路1~30號,101.23,住,,,1081215,土地2建物1車位0,全,六層,透天厝,見其他登記事項,鋼筋混凝土造,1030313,387.22,9,5,8,有,有,38000000,98135,,0.0,0,,RPRNMLNJKHPFFIB28CA
大里區,房地(土地+建物)+車位,臺中市大里區中興路二段日新巷22弄1~30號,36.03,住,,,1090110,土地1建物1車位1,三層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051219,174.01999999999998,3,2,2,有,無,11300000,64935,坡道平面,37.88,0,,RPTNMLOJKHPFFIB58CA
大里區,房地(土地+建物),臺中市大里區萬壽街49巷1~30號,70.14,住,,,1081127,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0630801,82.5,5,2,3,有,無,8500000,103030,,0.0,0,含增建或未登記建物。;,RPVNMLOJKHPFFIB78CA
烏日區,房地(土地+建物)+車位,臺中市烏日區健行北一路151~180號,25.41,住,,,1081208,土地1建物1車位1,八層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061201,118.75,2,2,1,有,有,6500000,54737,坡道平面,28.21,0,,RPWNMLOJKHPFFIB88CA
大里區,房地(土地+建物),臺中市大里區中興路二段日新巷61~90號,159.08,,鄉村區,乙種建築用地,1081210,土地1建物1車位0,全,二層,透天厝,住家用,見其他登記事項,0620815,127.1,8,3,5,有,無,9600000,75531,,0.0,0,,RPQNMLPKKHPFFIB48CA
大里區,房地(土地+建物),臺中市大里區三民一街9巷1~30號,172.12,,鄉村區,乙種建築用地,1081217,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,0720520,94.01,3,2,2,有,無,10500000,111690,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPOMLRKKHPFFIB68CA
霧峰區,房地(土地+建物),臺中市霧峰區中正路940巷1~30號,13.41,商,,,1081217,土地4建物1車位0,三層,五層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,0720712,66.97,2,1,1,有,無,2500000,37330,,0.0,0,,RPUOMLSKKHPFFIB66CA
大里區,房地(土地+建物),臺中市大里區新仁路三段213巷1~30號,134.98,住,,,1081127,土地2建物1車位0,全,二層,透天厝,見其他登記事項,加強磚造,0770830,124.85,5,3,3,有,無,11850000,94914,,0.0,0,含增建或未登記建物。;,RPWOMLSKKHPFFIB86CA
大里區,建物,臺中市大里區科技路151~180號,0.0,,,,1081028,土地0建物1車位5,六層,十二層,辦公商業大樓,見其他登記事項,見其他登記事項,1060726,666.2,0,0,0,無,有,26800000,39853,坡道平面,79.04,3400000,土地向經濟部加工出口區管理處臺中分處管理者：財政部國有財產署承租，本筆價格僅為建物及車位，不含土地。,RPXOMLSKKHPFFIB96CA
太平區,房地(土地+建物),臺中市太平區中和街1~30號,74.46,住,,,1081227,土地2建物1車位0,全,二層,透天厝,見其他登記事項,加強磚造,0670822,122.73,4,1,2,有,無,11520000,93865,,0.0,0,,RPQNMLMLJHPFFJB28CA
太平區,土地,永豐段541~570地號,21.21,其他,,,1081220,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,245000,11551,,0.0,0,包含公共設施保留地之交易。;,RPTNMLMLJHPFFJB58CA
太平區,土地,頭汴坑段181~210地號,6668.0,,山坡地保育區,農牧用地,1081211,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6000000,900,,0.0,0,,RPPNMLLMJHPFFJB18CA
太平區,房地(土地+建物),臺中市太平區中山路一段31~60號,79.03,農,,,1081216,土地2建物1車位0,全,一層,透天厝,見其他登記事項,鋼筋混凝土造,0750828,66.7,3,2,2,有,無,7300000,109445,,0.0,0,含增建或未登記建物。;,RPVNMLLMJHPFFJB78CA
太平區,房地(土地+建物),臺中市太平區中山路一段181~210號,117.98,,鄉村區,乙種建築用地,1081121,土地1建物1車位0,全,二層,透天厝,見其他登記事項,加強磚造,0671127,104.27,2,2,2,有,無,10030000,96193,,0.0,0,,RPVNMLOJKHPFFJB88CA
太平區,土地,欣欣段1~30地號,86.0,工,,,1081230,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,8487340,98690,,0.0,0,向政府機關承購之案件。;,RPWNMLOJKHPFFJB98CA
太平區,土地,樹孝段871~900地號,1084.86,其他,,,1081224,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,13992790,12898,,0.0,0,包含公共設施保留地之交易。;,RPQNMLRJKHPFFJB68CA
太平區,房地(土地+建物),臺中市太平區中山路二段477巷31~60號,147.24,,一般農業區,甲種建築用地,1081126,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,0680520,103.2,4,1,2,有,無,8000000,77519,,0.0,0,,RPRNMLRJKHPFFJB78CA
太平區,房地(土地+建物),臺中市太平區育德路1~30號,10.15,住,,,1081125,土地2建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0840728,71.18,2,2,1,有,有,3350000,47064,,0.0,0,,RPWNMLPJKHPFFJB09CA
太平區,土地,宜欣段1051~1080地號,111.0,住,,,1090102,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5200000,46847,,0.0,0,,RPOOMLOKKHPFFJB38CA
太平區,房地(土地+建物),臺中市太平區永豐北路61~90號,14.35,住,,,1090102,土地1建物2車位0,二層,二層,其他,住家用,加強磚造,0760302,115.87,2,1,1,有,無,2075000,17908,,0.0,0,"含增建或未登記建物。;1.為整合市場攤位之買賣,偏離市價2.買賣總價含增值稅0元由買方負擔繳納",RPTNMLSKKHPFFJB56CA
龍井區,房地(土地+建物),臺中市龍井區藝術街15巷1~30號,63.0,住,,,1081223,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0690528,111.0,4,2,2,有,無,8600000,77477,,0.0,0,含增建或未登記建物。;含增建或未登記建物。,RPWSMLLLJHPFFKB76CA
大肚區,房地(土地+建物),臺中市大肚區遊園路一段10巷31~60號,105.38,,鄉村區,乙種建築用地,1081217,土地1建物1車位0,全,二層,透天厝,住商用,加強磚造,0690115,126.42,3,2,2,有,無,4800000,37969,,0.0,0,,RPTNMLOJKHPFFKB78CA
龍井區,房地(土地+建物),臺中市龍井區龍社八街1巷1~30號,138.41,住,,,1081219,土地5建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,0971113,216.95,5,1,3,有,有,11800000,54390,,0.0,0,,RPPNMLSJKHPFFKB78CA
大肚區,房地(土地+建物),臺中市大肚區中沙路164巷5弄61~90號,60.24,,鄉村區,乙種建築用地,1081213,土地1建物1車位0,三層,三層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0691010,83.61,3,2,2,有,無,2660000,31814,,0.0,0,,RPTNMLOKKHPFFKB88CA
東區,土地,旱溪段271~300地號,56.0,住,,,1081227,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5989200,106950,,0.0,0,畸零地或有合併使用之交易。;向政府機關承購之案件。;,RPPOMLKKKHPFFAB27DA
北屯區,土地,仁德段961~990地號,54.0,住,,,1081224,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6389000,118315,,0.0,0,向政府機關承購之案件。;,RPROMLKMJHPFFBB67DA
北屯區,房地(土地+建物),臺中市北屯區大連北街14巷1~30號,34.67,住,,,1081230,土地2建物1車位0,全,二層,透天厝,住商用,加強磚造,0681002,60.35,6,3,3,有,無,3600000,59652,,0.0,0,含增建或未登記建物。;包含公共設施保留地之交易。;,RPTNMLKLKHPFFBB77DA
南屯區,房地(土地+建物)+車位,臺中市南屯區東興路一段361~390號,45.14,住,,,1081220,土地1建物1車位3,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011018,344.03999999999996,3,2,2,有,有,27800000,80805,坡道平面,105.87,0,,RPOOMLMJKHPFFCB47DA
豐原區,土地,柑宅段271~300地號,104.53,農,,,1090104,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1000000,9567,,0.0,0,土地公廟使用之土地,RPTNMLKMJHPFFDB97DA
大甲區,土地,幸福段841~870地號,0.91,農,,,1081223,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3600,0,,0.0,0,向政府機關承購之案件。;,RPUNMLNJKHPFFEB28DA
大甲區,土地,幸福段841~870地號,35.16,住,,,1081225,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,711000,20222,,0.0,0,向政府機關承購之案件。;,RPVNMLNJKHPFFEB38DA
大甲區,土地,幸福段841~870地號,101.98,農,,,1081225,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,284044,2785,,0.0,0,向政府機關承購之案件。;,RPWNMLNJKHPFFEB48DA
東勢區,房地(土地+建物),臺中市東勢區東蘭路181~210號,62.0,,山坡地保育區,,1081224,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0700128,103.74,3,2,2,有,無,2000000,19279,,0.0,0,,RPRNMLNJKHPFFGB18DA
大里區,房地(土地+建物),臺中市大里區亞洲街121~150號,35.09,住,,,1081227,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,0681012,80.26,3,1,1,有,無,1266653,15782,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPNMLRJKHPFFIB58DA
大肚區,土地,溪洲段151~180地號,898.0,,特定農業區,農牧用地,1090103,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5000000,5568,,0.0,0,,RPPNMLMLJHPFFKB38DA
東區,土地,東勢子段31~60地號,29.0,住,,,1081231,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3480000,120000,,0.0,0,向政府機關承購之案件。;,RPQOMLKKKHPFFAB47EA
西區,土地,後子段121~150地號,50.0,住,,,1081230,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2250000,45000,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPNMLMKKHPFFAB47EA
中區,房地(土地+建物),臺中市中區臺灣大道一段301~330號,12.28,商,,,1090106,土地2建物3車位0,十一層，十二層,十二層,套房(1房1廳1衛),商業用,鋼筋混凝土造,0810914,121.14,0,0,0,無,有,4800000,39624,,0.0,0,含增建或未登記建物。;,RPOOMLRKKHPFFAB97EA
南屯區,房地(土地+建物)+車位,臺中市南屯區向上南路一段271~300號,66.35,住,,,1081129,土地1建物1車位2,九層,二十層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1041019,413.57000000000005,3,2,2,有,有,32000000,77375,坡道平面,56.0,0,親友、員工或其他特殊關係間之交易。;,RPRNMLRKKHPFFCB28DA
烏日區,土地,頭前厝南段181~210地號,351.36,農,,,1090106,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6100000,17361,,0.0,0,親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;,RPRNMLKMJHPFFIB28DA
龍井區,房地(土地+建物),臺中市龍井區遊園南路87巷1~30號,80.02,,山坡地保育區,丙種建築用地,1081202,土地1建物1車位0,全,二層,透天厝,住商用,見其他登記事項,0690414,96.13,2,2,1,有,無,6630000,68969,,0.0,0,,RPVNMLSKKHPFFKB86CA
龍井區,房地(土地+建物),臺中市龍井區中央路一段202巷1~30號,69.0,住,,,1081128,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0740630,99.94,6,2,3,有,無,3500000,35021,,0.0,0,,RPWNMLSKKHPFFKB96CA
太平區,土地,萬福段181~210地號,17.49,,鄉村區,乙種建築用地,1081230,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,489392,27981,,0.0,0,,RPUNMLPJKHPFFJB88CA
龍井區,房地(土地+建物),臺中市龍井區中厝路50巷66弄1~30號,74.33,住,,,1081225,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1080826,191.36,3,4,5,有,無,9820000,51317,,0.0,0,,RPQNMLMKKHPFFKB38CA
龍井區,房地(土地+建物),臺中市龍井區中厝路50巷66弄1~30號,74.33,住,,,1081225,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1080826,191.36,3,4,5,有,無,9650000,50429,,0.0,0,,RPRNMLMKKHPFFKB48CA
龍井區,房地(土地+建物),臺中市龍井區中厝路50巷66弄1~30號,74.33,住,,,1081225,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1080826,191.36,3,4,5,有,無,9780000,51108,,0.0,0,,RPSNMLMKKHPFFKB58CA
龍井區,房地(土地+建物),臺中市龍井區中厝路50巷66弄1~30號,74.33,住,,,1081225,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1080826,191.36,3,4,5,有,無,9800000,51212,,0.0,0,,RPTNMLMKKHPFFKB68CA
龍井區,房地(土地+建物),臺中市龍井區中厝路50巷66弄1~30號,79.33,住,,,1081225,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1080826,193.98,3,4,5,有,無,10180000,52480,,0.0,0,,RPUNMLMKKHPFFKB78CA
龍井區,房地(土地+建物),臺中市龍井區中厝路50巷66弄1~30號,75.33,住,,,1081225,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1080826,193.99,3,4,5,有,無,10580000,54539,,0.0,0,,RPWNMLMKKHPFFKB98CA
龍井區,房地(土地+建物),臺中市龍井區中厝路50巷66弄1~30號,74.33,住,,,1081225,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1080826,191.36,3,4,5,有,無,10020000,52362,,0.0,0,,RPXNMLMKKHPFFKB09CA
龍井區,房地(土地+建物),臺中市龍井區中厝路50巷66弄1~30號,74.33,住,,,1081225,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1080826,191.36,3,4,5,有,無,9950000,51996,,0.0,0,,RPOOMLMKKHPFFKB28CA
龍井區,房地(土地+建物),臺中市龍井區中厝路50巷66弄1~30號,74.33,住,,,1081225,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1080826,191.36,3,4,5,有,無,9550000,49906,,0.0,0,,RPPOMLMKKHPFFKB38CA
太平區,土地,新福段1021~1050地號,260.79,住,,,1071228,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,21297600,81666,,0.0,0,,RPTNMLTKKHPFFJB66CA
太平區,土地,福平段601~630地號,16.0,其他,,,1090108,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,56000,3500,,0.0,0,包含公共設施保留地之交易。;,RPPOMLRKKHPFFJB78CA
太平區,土地,信平段331~360地號,158.0,農,,,1081031,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2702000,17101,,0.0,0,親友、員工或其他特殊關係間之交易。;農業區零星建地,RPRNMLSKKHPFFJB98CA
太平區,房地(土地+建物),臺中市太平區長安路313巷1~30號,86.9,,鄉村區,乙種建築用地,1090101,土地3建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,0921219,154.55,4,2,3,有,無,347965,2251,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPNMLQJKHPFFJB48CA
太平區,土地,育賢段61~90地號,133.88,住,,,1081111,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,12000000,89633,,0.0,0,,RPTNMLQJKHPFFJB88CA
太平區,房地(土地+建物)+車位,臺中市太平區育仁路181~210號,27.54,住,,,1081217,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040915,188.76,4,2,2,有,有,11880000,62937,坡道平面,26.45,0,,RPSQMLMKKHPFFJB78CA
太平區,房地(土地+建物)+車位,臺中市太平區立文街151~180號,20.63,商,,,1081028,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060330,214.94,4,2,2,有,有,13830000,72631,坡道平面,39.67,1100000,,RPXNMLOJKHPFFJB09CA
太平區,土地,中華段91~120地號,186.89,,鄉村區,乙種建築用地,1081020,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3000000,16052,,0.0,0,,RPPNMLPJKHPFFJB38CA
太平區,土地,東平段601~630地號,32.94,其他,,,1081112,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,393963,11960,,0.0,0,包含公共設施保留地之交易。;,RPUNMLKMJHPFFJB58CA
太平區,土地,義平段91~120地號,37.0,住,,,1090111,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,950000,25676,,0.0,0,,RPOOMLKMJHPFFJB08CA
大里區,房地(土地+建物),臺中市大里區美村街146巷65弄1~30號,344.88,,鄉村區,乙種建築用地,1081007,土地2建物2車位0,全,一層,透天厝,住家用,加強磚造,0670920,128.15,6,4,2,有,無,21450000,167382,,0.0,0,含增建或未登記建物。;雙方合意房地拆分。,RPTNMLKLKHPFFIB38CA
大里區,房地(土地+建物)+車位,臺中市大里區新明路31~60號,17.93,住,,,1081224,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1021016,170.04000000000002,4,2,2,有,有,10080000,59280,升降機械,16.67,0,,RPSNMLQJKHPFFIB68CA
大里區,房地(土地+建物),臺中市大里區中興路一段31~60號,93.42,住,,,1090102,土地2建物1車位0,全,三層,透天厝,住商用,加強磚造,0641223,201.21,6,3,3,有,無,9000000,44729,,0.0,0,親友、員工或其他特殊關係間之交易。;包含公共設施保留地之交易。;,RPVOMLLKKHPFFIB68CA
大里區,房地(土地+建物),臺中市大里區甲堤十街1~30號,113.39,,鄉村區,乙種建築用地,1081001,土地1建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1041104,310.38,5,3,6,有,無,28400000,91501,,0.0,0,含增建或未登記建物。,RPQPMLOJKHPFFIB48CA
大里區,土地,成功段721~750地號,24.36,其他,,,1081126,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,40000,1642,,0.0,0,包含公共設施保留地之交易。;,RPUNMLKKKHPFFIB38CA
大里區,土地,成功段721~750地號,317.6,其他,,,1081126,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3189334,10042,,0.0,0,包含公共設施保留地之交易。;,RPOPMLKKKHPFFIB97CA
大里區,土地,成功段661~690地號,3.22,其他,,,1081126,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,30666,9524,,0.0,0,包含公共設施保留地之交易。;,RPQPMLKKKHPFFIB18CA
