鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
中山區,房地(土地+建物),臺北市中山區雙城街23巷1~30號,8.69,商,,,1081230,土地1建物1車位0,三層,六層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0690728,40.3,1,0,1,有,有,5200000,129032,,0.0,0,,RPTPMLNJKHPFFCA97CA
內湖區,房地(土地+建物),臺北市內湖區內湖路二段103巷61~90號,15.23,住,,,1081208,土地2建物2車位0,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0711126,109.74,3,2,1,有,有,19800000,180426,,0.0,0,含增建或未登記建物。;,RPSQMLOJKHPFFCA08CA
中山區,房地(土地+建物),臺北市中山區雙城街12巷1~30號,7.08,商,,,1081213,土地1建物1車位0,二層,六層,套房(1房1廳1衛),商業用,鋼筋混凝土造,0701210,42.059999999999995,1,1,1,有,無,2500000,59439,,0.0,0,親友、員工或其他特殊關係間之交易。;二等親買賣,RPQNMLQJKHPFFCA77CA
中山區,房地(土地+建物),臺北市中山區中山北路一段91~120號,13.01,商,,,1080703,土地1建物2車位0,二十層,二十三層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1060330,215.22,0,0,0,無,有,78800000,366137,,0.0,0,,RPQOMLRJKHPFFCA97CA
中山區,房地(土地+建物)+車位,臺北市中山區中山北路一段91~120號,11.77,商,,,1080703,土地1建物2車位2,二十層,二十三層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1060330,232.14999999999998,0,0,0,無,有,69150000,402005,坡道平面,75.56,6200000,,RPROMLRJKHPFFCA08CA
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段180巷42弄1~30號,15.57,商,,,1081226,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070718,204.41,3,2,2,有,有,40000000,226786,坡道平面,41.04,2950000,,RPTNMLKKKHPFFCA57CA
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段1~30號,38.49,住,,,1081115,土地2建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080418,240.32,4,2,3,有,無,41080000,170939,坡道平面,38.92,0,,RPXPMLKKKHPFFCA18CA
中山區,房地(土地+建物),臺北市中山區合江街127巷1~30號,14.51,住,,,1090108,土地1建物1車位0,三層,六層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0880528,52.78,1,1,1,有,無,10400000,197044,,0.0,0,陽台外推,RPOQMLOKKHPFFCA77CA
南港區,土地,舊莊段一小段211~240地號,792.15,其他,,,1081215,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4013714,5067,,0.0,0,,RPUNMLMLJHPFFDA97CA
南港區,房地(土地+建物),臺北市南港區研究院路三段12巷1~30號,70.93,住,,,1081207,土地2建物1車位0,八層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0921204,179.73000000000002,3,2,2,有,有,19000000,105714,,0.0,0,含增建或未登記建物。;,RPVNMLMLJHPFFDA08CA
松山區,房地(土地+建物),臺北市松山區八德路二段331~360號,3.71,商,,,1081211,土地2建物1車位0,十一層,十四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0980123,42.25,1,1,1,有,有,11380000,269349,,0.0,0,含增建或未登記建物。;,RPOOMLMLJHPFFDA47CA
內湖區,房地(土地+建物)+車位,臺北市內湖區康寧路三段70巷1~30號,17.54,住,,,1081214,土地3建物1車位1,四層,四層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0970903,112.33,2,2,1,有,有,20880000,185881,坡道平面,36.51,0,含增建或未登記建物。;,RPTQMLKMJHPFFCA97CA
中山區,房地(土地+建物),臺北市中山區北安路458巷51弄1~30號,27.64,住,,,1081213,土地7建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0661227,91.78,3,2,2,有,無,18100000,197211,,0.0,0,,RPWNMLSKKHPFFCA68CA
松山區,房地(土地+建物),臺北市松山區民生東路五段151~180號,4.49,商,,,1090107,土地1建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0720129,52.44,0,0,0,無,有,9500000,181159,,0.0,0,,RPQQMLOJKHPFFDA97CA
松山區,房地(土地+建物),臺北市松山區民生東路三段113巷25弄31~60號,21.58,住,,,1081201,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0720526,129.81,3,2,2,有,有,30500000,234959,,0.0,0,含增建或未登記建物。;,RPTQMLLKKHPFFDA08CA
松山區,房地(土地+建物),臺北市松山區光復南路32巷1~30號,40.15,住,,,1081128,土地1建物1車位0,二層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810624,158.54,4,2,2,有,有,18000000,113536,,0.0,0,親友、員工或其他特殊關係間之交易。;二親等間買賣買方三人,RPQNMLPKKHPFFDA87CA
松山區,房地(土地+建物),臺北市松山區三民路74巷1~30號,19.67,住,,,1081209,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0810310,83.86,3,2,2,有,有,15093166,179959,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPVNMLOLKHPFFDA38CA
士林區,土地,溪洲段三小段721~750地號,97.51,住,,,1090113,土地7建物0車位0,,,其他,,,,0.0,0,0,0,有,無,5159000,52907,,0.0,0,,RPVNMLMLJHPFFEA18CA
信義區,房地(土地+建物),臺北市信義區吳興街284巷1~30號,25.14,住,,,1081216,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740716,99.55,3,2,2,有,無,13500000,135610,,0.0,0,,RPUNMLOJKHPFFDA08CA
北投區,房地(土地+建物)+車位,臺北市北投區文化三路151~180號,30.92,住,,,1081227,土地1建物1車位1,九層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1080503,162.78,2,2,2,有,有,22200000,152502,坡道平面,32.29,2300000,,RPUOMLKMJHPFFEA08CA
士林區,房地(土地+建物)+車位,臺北市士林區中山北路六段405巷31~60號,68.13,住,,,1081228,土地1建物2車位1,一層,六層,華廈(10層含以下有電梯),見使用執照,鋼筋混凝土造,0790917,314.21,3,2,1,有,有,50800000,161680,坡道平面,0.0,0,,RPSPMLKMJHPFFEA97CA
士林區,房地(土地+建物),臺北市士林區延平北路六段368巷1~30號,33.08,住,,,1081127,土地4建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0690930,105.53,6,2,2,有,無,8500000,80546,,0.0,0,含增建或未登記建物。;,RPVPMLLLKHPFFEA38CA
北投區,房地(土地+建物)+車位,臺北市北投區致遠二路87巷1~30號,18.38,住,,,1081231,土地1建物1車位1,六層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1080909,107.93,2,2,1,有,有,21060000,212867,升降機械,19.8,2300000,,RPUOMLOLKHPFFEA48CA
北投區,房地(土地+建物),臺北市北投區行義路154巷1~30號,23.14,住,,,1081217,土地2建物1車位0,一層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0700921,134.16,3,2,2,有,有,13400000,99881,,0.0,0,含增建或未登記建物。;,RPVOMLOLKHPFFEA58CA
大安區,房地(土地+建物),臺北市大安區復興南路一段107巷1~30號,6.45,住,,,1090108,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,33.879999999999995,3,2,2,有,有,7000000,206612,,0.0,0,,RPSNMLLLJHPFFFA87CA
士林區,房地(土地+建物),臺北市士林區建業路1~30號,367.76,住,,,1081127,土地2建物1車位0,全,一層,透天厝,住家用,加強磚造,0500315,54.42,0,0,0,無,無,87900000,1615215,,0.0,0,,RPOPMLOJKHPFFEA77CA
士林區,房地(土地+建物),臺北市士林區建業路1~30號,1473.45,住,,,1081201,土地3建物1車位0,全,一層,透天厝,住家用,加強磚造,0500315,217.68,0,0,0,無,無,352100000,1617512,,0.0,0,,RPPPMLOJKHPFFEA87CA
大安區,房地(土地+建物),臺北市大安區復興南路二段171巷31~60號,21.91,住,,,1081212,土地1建物1車位0,四層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0740522,113.11,3,2,2,有,有,23500000,207781,,0.0,0,,RPUNMLOKKHPFFFA38CA
文山區,房地(土地+建物),臺北市文山區興隆路二段203巷91~120號,19.69,住,,,1081212,土地1建物1車位0,十層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860623,83.14999999999999,2,2,1,有,有,12000000,144317,,0.0,0,含增建或未登記建物。,RPSNMLLLJHPFFAA47DA
中正區,房地(土地+建物),臺北市中正區汀州路二段31~60號,32.14,住,,,1081127,土地2建物1車位0,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,137.37,4,1,2,有,無,16000000,116474,,0.0,0,,RPXOMLLLJHPFFAA08DA
中正區,房地(土地+建物),臺北市中正區中華路二段313巷1~30號,14.8,住,,,1090108,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),,加強磚造,,35.11,2,1,1,有,無,5500000,156651,,0.0,0,,RPSNMLMLJHPFFAA57DA
北投區,房地(土地+建物),臺北市北投區立農街二段241~270號,12.16,住,,,1081228,土地1建物1車位0,三層,六層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0850309,51.71,1,1,1,有,有,9000000,174048,,0.0,0,含增建或未登記建物。;,RPPOMLLMJHPFFEA67CA
大同區,房地(土地+建物),臺北市大同區寧夏路1~30號,4.18,商,,,1081231,土地1建物1車位0,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851028,46.34,1,1,1,有,無,8000000,172637,,0.0,0,受債權債務影響或債務抵償之交易。;,RPRPMLLLJHPFFBA67DA
大同區,房地(土地+建物),臺北市大同區承德路二段181~210號,5.23,住,,,1081127,土地2建物1車位0,十層,十二層,套房(1房1廳1衛),商業用,鋼筋混凝土造,0860331,35.660000000000004,1,1,1,有,有,7580000,212563,,0.0,0,含增建或未登記建物。,RPOPMLPJKHPFFBA67DA
信義區,房地(土地+建物),臺北市信義區光復南路417巷31~60號,27.0,住,,,1081231,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0750724,105.22,3,1,2,有,無,26000000,247101,,0.0,0,,RPRNMLMLJHPFFDA77DA
松山區,房地(土地+建物)+車位,臺北市松山區光復南路58巷1~30號,29.36,住,,,1081210,土地2建物1車位1,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010911,237.24,4,2,2,有,有,64000000,310306,坡道平面,40.66,3000000,含增建或未登記建物。,RPSPMLMLJHPFFDA08DA
松山區,房地(土地+建物),臺北市松山區寶清街1~30號,6.9,商,,,1081219,土地1建物1車位0,十一層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0781120,72.17,4,3,2,有,有,14500000,200915,,0.0,0,含增建或未登記建物。;,RPUOMLKMJHPFFDA08DA
松山區,房地(土地+建物),臺北市松山區八德路四段751~780號,4.49,商,,,1081031,土地1建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0860613,41.43,3,1,1,有,有,8360000,201786,,0.0,0,含增建或未登記建物。,RPRNMLMJKHPFFDA67DA
信義區,房地(土地+建物),臺北市信義區林口街52巷1~30號,32.25,住,,,1081220,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0630619,91.83,3,2,1,有,無,15300000,166612,,0.0,0,,RPSNMLMJKHPFFDA77DA
士林區,房地(土地+建物),臺北市士林區中山北路六段290巷31~60號,27.06,住,,,1081204,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0660426,62.36,3,2,2,有,無,8882512,142439,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPPNMLMLJHPFFEA67DA
士林區,房地(土地+建物),臺北市士林區雨聲街59巷1~30號,27.74,住,,,1081216,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0741211,106.2,3,2,2,有,無,14880000,140113,,0.0,0,含增建或未登記建物。,RPOOMLMLJHPFFEA67DA
北投區,房地(土地+建物),臺北市北投區崇仁路一段31~60號,30.25,住,,,1081225,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0650127,74.73,2,2,1,有,無,4700000,62893,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPSNMLNJKHPFFEA97DA
士林區,房地(土地+建物),臺北市士林區中山北路五段505巷46弄1~30號,32.33,商,,,1090121,土地1建物1車位0,一層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,0620109,75.22,3,2,1,有,無,8550000,113667,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPTOMLQJKHPFFEA48DA
大安區,房地(土地+建物),臺北市大安區光復南路240巷1~30號,30.15,商,,,1081224,土地2建物1車位0,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,177.58,2,2,2,有,有,55000000,309720,,0.0,0,含增建或未登記建物。,RPTNMLMLJHPFFFA18DA
大安區,房地(土地+建物),臺北市大安區延吉街233巷1~30號,30.4,其他,,,1081113,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0700121,142.71,4,3,3,有,無,35100000,245953,,0.0,0,含增建或未登記建物。,RPVOMLKMJHPFFFA38DA
北投區,房地(土地+建物),臺北市北投區中和街507巷1~30號,40.25,住,,,1081216,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640221,106.45,3,2,2,有,無,9500000,89244,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPVNMLPJKHPFFEA48DA
士林區,土地,富安段三小段151~180地號,22.83,其他,,,1090105,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1035900,45375,,0.0,0,,RPPOMLKMJHPFFEA67DA
北投區,房地(土地+建物)+車位,臺北市北投區知行路271~300號,29.12,商,,,1081125,土地1建物1車位1,九層，夾層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0940829,182.36,4,3,2,有,有,21500000,131044,升降平面,29.74,1500000,含增建或未登記建物。,RPOPMLLMJHPFFEA77DA
松山區,房地(土地+建物),臺北市松山區敦化北路145巷31~60號,45.25,住,,,1081111,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),,加強磚造,,110.22,3,2,2,有,無,40680000,369080,,0.0,0,含增建或未登記建物。;,RPVOMLLMJHPFFDA28DA
信義區,房地(土地+建物),臺北市信義區基隆路二段79巷33弄1~30號,24.8,住,,,1081124,土地1建物1車位0,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0780620,113.68,4,2,2,有,無,23000000,202322,,0.0,0,含增建或未登記建物。,RPQNMLLJKHPFFDA47DA
松山區,房地(土地+建物),臺北市松山區三民路80巷1~30號,21.84,住,,,1081226,土地1建物1車位0,一層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0810413,93.03,2,2,1,有,有,19420000,208750,,0.0,0,含增建或未登記建物。,RPPNMLMJKHPFFDA47DA
中山區,房地(土地+建物),臺北市中山區市民大道三段151~180號,8.91,住,,,1081221,土地1建物1車位0,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970602,68.5,2,1,1,有,有,12000000,175182,,0.0,0,含增建或未登記建物。;,RPUOMLMLJHPFFCA08DA
內湖區,房地(土地+建物)+車位,臺北市內湖區五分街72巷1~30號,33.36,住,,,1081129,土地1建物1車位1,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961025,189.76,3,2,2,有,有,30300000,183668,坡道平面,38.41,2500000,含增建或未登記建物。,RPSRMLKMJHPFFCA08DA
中山區,房地(土地+建物),臺北市中山區林森北路391~420號,2.41,商,,,1081227,土地1建物1車位0,十一層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0710531,27.270000000000003,1,1,1,有,有,2200000,80675,,0.0,0,,RPTNMLOJKHPFFCA97DA
內湖區,房地(土地+建物),臺北市內湖區康寧路一段271~300號,12.32,住,,,1081218,土地4建物1車位0,四層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0801021,39.099999999999994,1,1,1,有,有,6550000,167519,,0.0,0,含增建或未登記建物。,RPSQMLPJKHPFFCA28DA
中山區,房地(土地+建物),臺北市中山區林森北路85巷31~60號,4.78,商,,,1090115,土地2建物1車位0,七層,七層,套房(1房1廳1衛),商業用,鋼筋混凝土造,0661020,24.99,1,1,1,有,無,3900000,156062,,0.0,0,,RPROMLQJKHPFFCA08DA
萬華區,房地(土地+建物)+車位,臺北市萬華區漢口街二段91~120號,11.84,商,,,1081124,土地1建物1車位1,九層,十五層,辦公商業大樓,見其他登記事項,鋼筋混凝土造,1061018,204.8,3,2,2,有,有,32500000,185232,坡道平面,48.24,3500000,土地價款為新台幣１９５０萬元整，建物價款新台幣１３００萬元整,RPUOMLMLJHPFFBA97DA
士林區,房地(土地+建物)+車位,臺北市士林區天母西路38巷1~30號,23.08,商,,,1081120,土地1建物1車位1,九層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061124,165.70999999999998,3,2,2,有,無,46990000,295175,升降平面,16.68,3000000,親友、員工或其他特殊關係間之交易。;,RPQNMLNJKHPFFEA67CA
士林區,房地(土地+建物),臺北市士林區小北街1~30號,13.04,商,,,1081220,土地1建物1車位0,三層,九層,套房(1房1廳1衛),住家用,鋼筋混凝土造,1080212,52.57,1,1,1,有,有,14080000,267833,,0.0,0,,RPTNMLNJKHPFFEA97CA
中正區,房地(土地+建物),臺北市中正區廈門街123巷1~30號,21.5,商,,,1081209,土地1建物1車位0,全,一層,透天厝,,木造,,22.32,0,0,0,無,無,5900000,264337,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPXNMLKMJHPFFAA97DA
中正區,房地(土地+建物),臺北市中正區林森南路121~150號,11.41,商,,,1081224,土地2建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0790403,133.29,3,2,2,有,有,30500000,228824,,0.0,0,含增建或未登記建物。,RPROMLLMJHPFFAA57DA
士林區,房地(土地+建物),臺北市士林區承德路四段40巷1~30號,11.69,住,,,1090108,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0610812,30.7,1,1,1,有,無,4700000,153094,,0.0,0,親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;,RPPQMLOJKHPFFEA97CA
北投區,建物,臺北市北投區中央南路二段71巷1~30號,0.0,,,,1081111,土地0建物1車位0,全,,透天厝,住家用,磚造,0100926,155.0,2,1,0,有,無,2550000,16452,,0.0,0,,RPPNMLQJKHPFFEA87CA
士林區,土地,溪山段一小段61~90地號,14005.6,其他,,,1080127,土地6建物0車位0,,,其他,,,,0.0,0,0,0,有,無,33613440,2400,,0.0,0,,RPUNMLKLKHPFFEA97CA
大安區,房地(土地+建物),臺北市大安區安和路二段69巷1~30號,11.64,住,,,1081208,土地2建物1車位0,二層,八層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0941201,45.87,1,1,1,有,有,13560000,295618,,0.0,0,含增建或未登記建物。;,RPQNMLMLJHPFFFA77CA
大安區,房地(土地+建物),臺北市大安區安和路二段1~30號,32.6,住,,,1081122,土地2建物2車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0741230,136.26,5,1,2,有,有,27000000,198165,,0.0,0,親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;,RPUNMLKMJHPFFFA08CA
大安區,房地(土地+建物),臺北市大安區和平東路三段241~270號,12.03,住,,,1081207,土地1建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0730420,120.99,3,2,2,有,無,22880000,189107,,0.0,0,含增建或未登記建物。;,RPPOMLKMJHPFFFA67CA
大安區,房地(土地+建物)+車位,臺北市大安區和平東路三段391~420號,16.43,住,,,1081214,土地2建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951113,115.75999999999999,1,1,1,有,有,18450000,159381,坡道平面,0.0,0,含增建或未登記建物。;,RPQOMLKMJHPFFFA77CA
大安區,房地(土地+建物),臺北市大安區忠孝東路三段248巷13弄1~30號,30.88,住,,,1081219,土地1建物1車位0,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0710313,117.67999999999999,3,2,1,有,有,20000000,169952,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPSOMLPJKHPFFFA28CA
大安區,房地(土地+建物),臺北市大安區仁愛路三段123巷9弄1~30號,8.37,住,,,1081230,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,39.84,3,2,2,有,無,10000000,251004,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPRNMLQJKHPFFFA18CA
大安區,房地(土地+建物),臺北市大安區安和路一段1~30號,9.78,其他,,,1081219,土地3建物1車位0,一層，騎樓,十二層,店面(店鋪),見使用執照,鋼筋混凝土造,,85.08,0,0,0,無,有,11000000,129290,,0.0,0,親友、員工或其他特殊關係間之交易。;包含公共設施保留地之交易。;,RPQOMLLKKHPFFFA77CA
北投區,房地(土地+建物),臺北市北投區大業路361~390號,61.75,住,,,1090107,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640819,151.83,3,2,2,有,無,18000000,118554,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPQNMLLMJHPFFEA67CA
北投區,房地(土地+建物),臺北市北投區中和街507巷3弄1~30號,13.63,住,,,1081108,土地1建物1車位0,二層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,1050224,58.699999999999996,1,1,1,有,無,7700000,131175,,0.0,0,,RPVNMLLMJHPFFEA18CA
北投區,車位,臺北市北投區明德路136巷1~30號,2.58,住,,,1090107,土地0建物0車位1,地下層,五層,其他,見使用執照,鋼筋混凝土造,0701222,32.370000000000005,0,0,0,有,有,2050000,,坡道平面,32.37,2050000,,RPOOMLLMJHPFFEA57CA
北投區,車位,臺北市北投區明德路136巷1~30號,2.58,住,,,1090107,土地0建物0車位1,地下層,五層,其他,見使用執照,鋼筋混凝土造,0701222,32.370000000000005,0,0,0,有,有,2350000,,坡道平面,32.37,2350000,,SPOOMLLMJHPFFEA67CA
北投區,車位,臺北市北投區明德路136巷1~30號,2.58,住,,,1090107,土地0建物0車位1,地下層,五層,其他,見使用執照,鋼筋混凝土造,0701222,32.370000000000005,0,0,0,有,有,2050000,,坡道平面,32.37,2050000,,TPOOMLLMJHPFFEA77CA
北投區,車位,臺北市北投區明德路136巷1~30號,2.58,住,,,1090107,土地0建物0車位1,地下層,五層,其他,見使用執照,鋼筋混凝土造,0701222,32.370000000000005,0,0,0,有,有,2750000,,坡道平面,32.37,2750000,,UPOOMLLMJHPFFEA87CA
