鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
中壢區,房地(土地+建物)+車位,桃園市中壢區長樂二街121~150號,24.44,住,,,1080817,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081126,143.36,2,2,2,有,有,6940000,53912,坡道平面,40.6,1400000,,RPQNMLNJKHPFFBH08CA
中壢區,房地(土地+建物),桃園市中壢區興仁路二段91~120號,7.04,住,,,1081225,土地1建物1車位0,三層,十層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0950520,31.66,1,1,1,有,有,1580000,49905,,0.0,0,,RPQUMLNJKHPFFBH78CA
中壢區,房地(土地+建物),桃園市中壢區中平路88巷1~30號,33.38,商,,,1090106,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0651230,92.51,0,0,0,無,無,5300000,57291,,0.0,0,,RPWUMLNJKHPFFBH76CA
中壢區,房地(土地+建物),桃園市中壢區中平路88巷1~30號,33.38,商,,,1090106,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0651230,83.77,0,0,0,無,無,5000000,59687,,0.0,0,,RPPVMLNJKHPFFBH78CA
中壢區,房地(土地+建物)+車位,桃園市中壢區溪洲街261巷1~30號,12.63,住,,,1081229,土地1建物1車位1,二層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940519,86.71,2,2,1,有,有,4860000,56049,坡道機械,0.0,0,含增建或未登記建物。;,RPSPMLOJKHPFFBH58CA
中壢區,房地(土地+建物),桃園市中壢區新中北路151~180號,6.73,住,,,1081222,土地1建物1車位0,三層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0860507,38.980000000000004,1,1,1,有,有,1800000,46178,,0.0,0,,RPQRMLPJKHPFFBH68CA
觀音區,房地(土地+建物),桃園市觀音區中正路293巷6弄1~30號,105.07,住,,,1081124,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0820113,150.39,4,2,3,有,無,2950000,19616,,0.0,0,,RPXOMLRJKHPFFBH66CA
中壢區,房地(土地+建物)+車位,桃園市中壢區環北路1~30號,18.26,住,,,1090104,土地1建物2車位1,十二層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0801224,168.77999999999997,4,2,2,有,無,8300000,49176,坡道平面,0.0,0,,RPVNMLKKKHPFFBH38CA
中壢區,房地(土地+建物)+車位,桃園市中壢區高鐵南路二段331~360號,11.79,商,,,1081117,土地2建物1車位1,二十一層,二十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080329,116.21000000000001,0,0,0,無,有,9580000,105836,坡道平面,40.81,1600000,,RPUQMLOKKHPFFBH98CA
中壢區,房地(土地+建物)+車位,桃園市中壢區高鐵南路二段331~360號,11.79,商,,,1081113,土地2建物1車位1,二十三層,二十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080329,116.21000000000001,0,0,0,無,有,9580000,107162,坡道平面,40.81,1500000,,RPXQMLOKKHPFFBH66CA
